sentence,CSR,キャリア支援,コスト削減,意欲向上,家庭支援,健康増進,地域対策,働き方改革,風土改革,利用促進,離職防止
具体的には、１５０名のパートアルバイトへのモチベーションアップや、４０名大卒と20名高卒の内定者囲い込み、ドライバーの安全運転や無事故手当や勤続年数に関すること。,0,0,0,1,0,0,0,0,0,0,0
販売スタッフは特にまとまった休暇が取れないことから、日々の生活で使えるメニューが充実していると多様なニーズにも応えられるという面で重要視。,1,0,0,0,0,0,0,0,0,0,0
サンコレおよび健康経営分野に関心あり、２NDセールス。,0,0,0,0,0,1,0,0,0,0,0
健康経営HABIDOおよびサンコレによる健康ポイントの提案,0,0,0,0,0,1,0,0,0,0,0
データヘルス計画や病気で亡くなっている組合員もあるため、さらに予防に関して力（補助）を入れていきたい考え。,0,0,0,0,0,1,0,0,0,0,0
担当者の業務削減と福利厚生制度の浸透、利用率アップできるものあれば検討したい,0,0,0,0,0,0,0,0,0,1,0
16年度春闘の際に保養所の利用率低迷を受け、組合から保養所の廃止及び福利厚生の充実要求が発生。,0,0,0,0,0,0,0,0,0,1,0
POLAの中で「健康経営」や「がんとの共生」は大きなテーマになっている。,0,0,0,0,0,1,0,0,0,0,0
健康経営のひとつとしたい。,0,0,0,0,0,1,0,0,0,0,0
サービスとして圧倒的に関心があるのは、健康と教育,0,1,0,0,0,0,0,0,0,0,0
健康経営を意識して社長による禁煙活動を社員に促しているとのこと（禁煙ガムなどを配布）。,0,0,0,0,0,1,0,0,0,0,0
組合員の方々のニーズを把握し、来年度の利用促進キャンペーンに活かす,0,0,0,0,0,0,0,0,0,1,0
セミナー：職員にとっても、育児介護ライフプランの情報がない（得る機会がない）ことが問題,0,1,0,0,0,0,0,0,0,0,0
また、余るぐらいなら、とセミナーにも関心を持っていただけ、課題として存在するメンタルヘルス系セミナーであれば考えたい、とのお言葉も頂く。,0,0,0,0,0,1,0,0,0,0,0
健康、スキルアップのキーワードより、「ライザップ」「シックスパッド」「睡眠」等のセミナーを開催できる旨伝えると、興味ありの反応。,0,1,0,0,0,0,0,0,0,0,0
”ホワイト500”取得を命題に、健康経営を見直し中。,0,0,0,0,0,1,0,0,0,0,0
健康経営施策にひもづき、福利厚生の見直しの可能性あり,0,0,0,0,0,1,0,0,0,0,0
上記プランは２０１９年度予算を大きく下回りましたので、健康経営にも併せて取り組める、同社のスタンダードネクストコース（※）を第一補として提案し、承認となりました。,0,0,0,0,0,1,0,0,0,0,0
低迷している利用率を上げるための施策として、現在利用0件の育児補助券を廃止し、映画補助300500円引き上げ案を提示。,0,0,0,0,0,0,0,0,0,1,0
健康経営グループを2017年秋に立ち上げた。,0,0,0,0,0,1,0,0,0,0,0
会社として健康と教育は力を入れている。,0,1,0,0,0,0,0,0,0,0,0
ただし、和歌山地区の人口が減少していく中、金庫として生き残るために、優秀な人材の確保や現職員のモチベーション、モラルアップは必須と感じている。,0,0,0,1,0,0,0,0,0,0,0
保養所の利用もなく、個人のニーズが多様化していることもあり総務で福利厚生の情報を集めたいという話になる。,1,0,0,0,0,0,0,0,0,0,0
過去にＲ社が来て検討を進めたことがあったがサービスの地域間格差による不公平感を払拭できず頓挫した経緯あり。,0,0,0,0,0,0,1,0,0,0,0
アンケートに基づき健康経営を主テーマに初訪問。,0,0,0,0,0,1,0,0,0,0,0
経営層でも、社員に対する福利厚生制度、教育分野においても話題になる,0,1,0,0,0,0,0,0,0,0,0
平等にと言うより、やる気のある社員を評価する風土。,0,0,0,1,0,0,0,0,0,0,0
社長からも健康経営の推進を言われており、「健康」面の福利厚生の充実を図りたいと考えてるとのこと,0,0,0,0,0,1,0,0,0,0,0
会社負担限度額：48000円まで旅行に行かない社員には、積み立て分が返還されるが、会社からの補助を受けることができない状況のため、不公平感がある。,0,0,0,0,0,0,1,0,0,0,0
社として福利厚生働き方改革モチベーションUPへの取り組み伺い。,0,0,0,1,0,0,0,0,0,0,0
「健康」について健康経営等のキーワードの元、様々な面から検討しているとのこと。,0,0,0,0,0,1,0,0,0,0,0
アキュラホーム問題点のひとつでもある、長時間労働の削減に関して検討を進めていたところ、長時間労働を減らす、という観点ではなかなかプラスの発信の面を見出すのが難しく、少し広い観点からみて、健康経営というプラスになる面との両面から検討することになった。,0,0,0,0,0,1,0,0,0,0,0
アキュラホーム問題点のひとつでもある、長時間労働の削減に関して検討を進めていたところ、長時間労働を減らす、という観点ではなかなかプラスの発信の面を見出すのが難しく、少し広い観点からみて、健康経営というプラスになる面との両面から検討することになった。,0,0,0,0,0,1,0,0,0,0,0
サンコレ導入の意味：長時間労働を是正する必要がある認識から、健康経営も視野に検討開始された。,0,0,0,0,0,1,0,0,0,0,0
派遣社員向けには、人材定着確保という点では前給制度も検討中,0,0,0,0,0,0,0,0,0,0,1
ことでモチベーションアップと社員の退職防止を図っていきたい意向。,0,0,0,1,0,0,0,0,0,0,1
社長メッセージより今後は人材教育に力を注ぎたい。,0,1,0,0,0,0,0,0,0,0,0
病院の課題は、職員どうしのコミュニケーション,0,0,0,0,0,0,0,0,1,0,0
運用としてかなり偏っているため職員の一部から不公平との声も挙がっている様子,0,0,0,0,0,0,1,0,0,0,0
教育に力を入れているとのことなのでｅラーニングのご案内,0,1,0,0,0,0,0,0,0,0,0
また現在全社で集まる機会がなく、コミュニケーション活性のために社内イベントも検討しているため、「え」以外に合わせてJイベント実施内容などを紹介する。,0,0,0,0,0,0,0,0,1,0,0
健康経営に関心はあるが、健康診断のみで特別な取り組みはしていない,0,0,0,0,0,1,0,0,0,0,0
社長の方針でコミュニケーションに重点を置いた福利厚生制度。,0,0,0,0,0,0,0,0,1,0,0
（２）中堅社員不足によるコミュニケーション不足,0,0,0,0,0,0,0,0,1,0,0
リョーユーは利用者の偏りがあり、特に東京や大阪勤務の人間は使えないため、労組より「福利厚生制度の公平性」について要望あり。,0,0,0,0,0,0,1,0,0,0,0
健康経営を目指していて、メンタルケアを重点的にしたい,0,0,0,0,0,1,0,0,0,0,0
健康経営のホワイト500を目指しているのと、コニュニケーション活性化によるメンタルケアのために、100日プロジェクトと健診代行とストレスチェックサービスをご説明,0,0,0,0,0,1,0,0,0,0,0
2年前から健康経営推進課を立ち上げている。,0,0,0,0,0,1,0,0,0,0,0
以前に契約していた静鉄グループのフォークワンというスポーツクラブが6月閉鎖することと、健康推進課立ち上げをきっかけに一度OS検討をしたことがあり、B社提案したが健康経営課の予算化ではとても足りず断念している。,0,0,0,0,0,1,0,0,0,0,0
中嶋様の立場上、健康経営推進という観点で提案するがグルメなど不要なものもあると指摘をもらう可能性有。,0,0,0,0,0,1,0,0,0,0,0
健康経営に会社としても力を入れている。,0,0,0,0,0,1,0,0,0,0,0
女性活躍推進の観点から、幼稚園契約、建設を考えるにあたり、JBFを思い出し、情報収集の為資料請求したとの事。,1,0,0,0,0,0,0,0,0,0,0
女性活躍の事が中心で、男性社員に不公平かもしれないが、他の内容はあまり興味ないとの事。,1,0,0,0,0,0,0,0,0,0,0
今後より多様な価値観の人材を採用していく上でも福利厚生の充実が必要と感じている。,1,0,0,0,0,0,0,0,0,0,0
これまで成果主義的な考えが強かったが、採用の競争が激化するなかで、多様な価値観（給与よりも福利厚生など）を持った人材が必要。,1,0,0,0,0,0,0,0,0,0,0
2019年度ストレスチェック実施は、2015年12月に義務化されたストレスチェック制度に基づき、職員のメンタルヘルス不調を未然に防止することを目的とします。,0,0,0,0,0,1,0,0,0,0,0
導入後の費用対効果の点で、社員のモチベーションアップや働き方改革に関連した,0,0,1,0,0,0,0,0,0,0,0
預り金をOVERしている（ただ、今後予算削減するわけでなく、同程度の予算で公平性を保ちたい）。,0,0,0,0,0,0,1,0,0,0,0
会社として宿泊補助をなくすことになった（不公平感をなくすため）。,0,0,0,0,0,0,1,0,0,0,0
2年計画で社内教育制度なども力をいれていく。,0,1,0,0,0,0,0,0,0,0,0
今回まだ検討段階だが、きっかけは出張旅費を安くして、会社の経費節減をしたい,0,0,1,0,0,0,0,0,0,0,0
社員から不公平との声が出ている。,0,0,0,0,0,0,1,0,0,0,0
同じ会社内でも他部門の求人をチェックしている方がおり、ホテル部門のみにすると不公平に感じられてしまう。,0,0,0,0,0,0,1,0,0,0,0
当社は、女性がいきいきと働き続けられる環境、仕事にやりがいの持てる職場環境にする為にはどうすれば良いのかを考え、育児介護休業取得に関する運用ルールの作成などの職場風土改革を行っている。,0,0,0,1,0,0,0,0,0,0,0
健康経営やコミュニケーション活性化へ向けサンコレの導入の意義は理解していただけた。,0,0,0,0,0,1,0,0,1,0,0
社内ＳＮＳによるコミュニケーションの活性化,0,0,0,0,0,0,0,0,1,0,0
サービスに地域格差が存在し、地方（支社）の公平性が確保できない,0,0,0,0,0,0,1,0,0,0,0
地方拠点との公平性,0,0,0,0,0,0,1,0,0,0,0
不公平感があった。,0,0,0,0,0,0,1,0,0,0,0
切り替え目的：経費削減を考えていたサービスをよりよくしたいとのこと,0,0,1,0,0,0,0,0,0,0,0
理由：利用率の低迷共済会事業の見直し（費用面）,0,0,0,0,0,0,0,0,0,1,0
教育専門的な教育は行っているがそれ以外の教育も充実させたい。,0,1,0,0,0,0,0,0,0,0,0
会社として様々な分野で経費削減を実施し、整理を強化する方向性で進んでおり、福利厚生分野での削減が濃厚となっている状況,0,0,1,0,0,0,0,0,0,0,0
自身より年長者であるパート社員とのコミュニケーションに壁があるようで、社長は常々「日々の対話」を社員に義務付けている。,0,0,0,0,0,0,0,0,1,0,0
代替案を決めるポイントは｢公平性誰もが使えるもの｣。,0,0,0,0,0,0,1,0,0,0,0
｢JTBだけ｣｢社員定着｣｢公平性｣がキーになるか。,0,0,0,0,0,0,1,0,0,0,0
●ストレスチェックやメンタルヘルスの強化をしたい,0,0,0,0,0,1,0,0,0,0,0
会議の内容はどこの飲食店でも共通している課題（従業員の離職率の低下、モチベーションのアップ、後輩の育成、リピーターの獲得）でしたがその中で特に気になる話は、会社側が組合（阿佐委員長）にもっと各店舗からの意見を集約する様に指示していた点。,0,0,0,1,0,0,0,0,1,0,1
今年度について（１）生活メニューの利用率をさらに伸ばしたい（育児介護）,0,0,0,0,0,0,0,0,0,1,0
現状利用している東急ハーベストの利用率が悪く、且つ利用できる場所も限られることから、ＯＳ導入検討。,0,0,0,0,0,0,0,0,0,1,0
34拠点と多いことから薄く広く公平に制度を利用できる体制が整えられることも重ねて強調,0,0,0,0,0,0,1,0,0,0,0
であり、薄く広く公平な制度で、社員から評価も高く継続更新,0,0,0,0,0,0,1,0,0,0,0
JBF最終提案では、一泊5000円(宿泊精算)という宿泊に特化した内容であったが、総務部長から「業種柄、連休を取れない社員もいるため不公平感が生まれるのでは」と疑義の声あり。,0,0,0,0,0,0,1,0,0,0,0
福利厚生検討のきっかけは、自社で契約している保養所の利用率があまりにも低くその代替案として、会員制福利厚生サービスを検討している。,0,0,0,0,0,0,0,0,0,1,0
社員スタッフのモチベーション向上; 社内コミュニケーションの活性化; 会社への帰属意識の向上; 表彰報奨制度の見直し。,0,0,0,1,0,0,0,0,1,0,0
社員教育（新入社員へのeラーニング）、採用面でのアピール（採用サイトへ「え」の記載）、離職防止等で「え」を有効活用していきたいとのこと。,0,1,0,0,0,0,0,0,0,0,0
「え」を導入する事で、利用者の幅が広がり多様なニーズに対応できる点を評価いただく,1,0,0,0,0,0,0,0,0,0,0
社員間不公平感なく利用させたい,0,0,0,0,0,0,1,0,0,0,0
従業員のニーズは多様化していることは実感していたため、宿泊に特化するのではなく様々選べる「え」アピール。,1,0,0,0,0,0,0,0,0,0,0
今の現状では、健康に関する意欲が足りていそうもないので、100日や減量キャンペーンをいきなり始めるのはハードルが高いとのこと。,0,0,0,0,0,1,0,0,0,0,0
以前はキヤノンは給与が高く、福利厚生も自助努力でという精神が浸透していたが、今は給与もそれほどでもなく「キヤノン」だから入社したいというブランドも薄れゆく。,1,0,0,0,0,0,0,0,0,0,0
また人数が50名以下の営業所にもメンタルヘルスの導入を検討しており、併せて提案。,0,0,0,0,0,1,0,0,0,0,0
経費削減という観点から、福利厚生サービス＋定期健康診断ストレスチェックeラーニング（履歴がとれるもの）を一つの会社へ委託したいとご要望があったものの、弊社では現行よりも費用がかかってしまう、eラーニングの履歴がとれない点から、R社一本で検討を開始するとのことでご連絡をいただいた。,0,0,1,0,0,0,0,0,0,0,0
利用率の低迷が課題。,0,0,0,0,0,0,0,0,0,1,0
代々社員同士のコミュニケーション活性を主としておりWAT会という互助会でお祭りレクイベントチケット斡旋日帰り旅行などをしている。,0,0,0,0,0,0,0,0,1,0,0
全国9支社社員への公平性社員の家族への福利厚生の観点から「え」の概要を説明。,0,0,0,0,0,0,1,0,0,0,0
長嶋スパーランドのチケットは人気だが、静岡エリアの社員様にとっては不公平であり、不満の声が上がっている。,0,0,0,0,0,0,1,0,0,0,0
初めに夏目様からこのお話をいただいた際は、地域間格差の是正ワークライフバランスの充実が観点,0,0,0,0,0,0,0,1,0,0,0
現在、E社制度導入中であるが利用率低迷により来年度に向け情報収集中とのこと。,0,0,0,0,0,0,0,0,0,1,0
現行課題感：マキテックグループとしての福利厚生制度整備検討の必要、社員の趣味趣向の多様化、新入社員の囲込採用、前回R社検討時にネックになった費用面。,1,0,0,0,0,0,0,0,0,0,0
企業としての課題は派遣社員確保の他に社員同士のコミュニケーション不足ということで100日PJTをご案内。,0,0,0,0,0,0,0,0,1,0,0
今回、働き方改革で育児や介護を充実させ、リフレッシュ環境を整えたいという事で改めて検討開始。,0,0,0,0,0,0,0,1,0,0,0
働き方改革、残業減らしたポイントと内定者向けつなぎとめポイントの両方で提案予定。,0,0,0,0,0,0,0,1,0,0,0
理由としては、利用向上のために切替検討していたが、社内会議で現行制度内での利用促進を目指すとここなった。,0,0,0,0,0,0,0,0,0,1,0
働き方改革で残業の管理、有休の取得は進めている。,0,0,0,0,0,1,0,1,0,0,0
そのためコミュニケーション活性化に関心あり。,0,0,0,0,0,0,0,0,1,0,0
「余暇時間での健康習慣の実践」「コミュニケーション活性化」のソリューションとして健康100日ご提案。,0,0,0,0,0,1,0,0,1,0,0
「コミュニケーション活性化」に関心。,0,0,0,0,0,0,0,0,1,0,0
「グループ会社間」「異なる職種間」のコミュニケーション活性化を考えていた。,0,0,0,0,0,0,0,0,1,0,0
健康について会社で「心と体の健康」を掲げている,0,0,0,0,0,1,0,0,0,0,0
ビアパーティー不参加の方に向け、不公平感の是正,0,0,0,0,0,0,1,0,0,0,0
多様化するニーズに対応し、福利厚生PKG検討中,1,0,0,0,0,0,0,0,0,0,0
もともとB社からJBFへ切り替えた目的は費用対効果の明確化であったため、現状で問題はないが、今後は預り金の有効活用も検討したい。,0,0,1,0,0,0,0,0,0,0,0
経営会議には働き方改革利益還元策としてOSも話に上がっている状態。,0,0,0,0,0,0,0,1,0,0,0
すぐに導入は難しいが、現状人材確保、従業員のモチベーションアップが必要という意識はあり、社内で1度上申頂けるとのこと。,0,0,0,1,0,0,0,0,0,0,1
専門の方に任せられ、かつ経費削減になる為OS化を検討。,0,0,1,0,0,0,0,0,0,0,0
JAL共済会見直しにおいて、「健康」をテーマに会員が公平に享受できるサービス、特にCAや女性スタッフへ受け入れられる企画提案を模索している。,1,0,0,0,0,0,1,0,0,0,0
2015年より「働き方改革」に熱心に取り組みしている企業（ＨＰより）,0,0,0,0,0,0,0,1,0,0,0
社長も経営課題として「人材の確保」「多様性への対応」という言葉を出しており、福利厚生充実に、より理解を示す可能性あり。,1,0,0,0,0,0,0,0,0,0,0
前回セールス時に人事課として「業務効率化」に取り組んでいくことが優先順位が高い,0,0,0,0,0,0,0,1,0,0,0
現在の最優先事項は、働き方改革の具現化。,0,0,0,0,0,0,0,1,0,0,0
余剰金の活用と全社員公平に利用機会を与える名目で導入。,0,0,0,0,0,0,1,0,0,0,0
設立から30年余りで、当初は、会社規模もコンパクトだったためコミュニケーションが活発だったが、10年ほど前から、従業員数が200名を超えコミュニケーションが希薄になってきたことに危機感を感じES向上委員会を発足。,0,0,0,0,0,0,0,0,1,0,0
利用率の低さ、社員のニーズに合ってないなどの理由により、経営判断として退会が決定。,0,0,0,0,0,0,0,0,0,1,0
今年度の検討は「公平性」の観点から主要8社の正社員＋有期契約社員（フルタイム）計15万名を対象とする予定。,0,0,0,0,0,0,1,0,0,0,0
検討は「公平性」の観点からNTTグループ主要8社＋主要8社のグループ会社,0,0,0,0,0,0,1,0,0,0,0
検討は「公平性」の観点からNTTグループ主要8社＋主要8社のグループ会社,0,0,0,0,0,0,1,0,0,0,0
親睦行事（旅行、新年パーティなど）「え」など「え」が削減候補になった理由：親睦行事は職員参加率も高く、削ってしまうと目につきやすいこと、院内コミュニケーションという観点から事務局長を中心に削減の対象にされなかった。,0,0,0,0,0,0,0,0,1,0,0
から、共済における地域格差と互助会における社員様のニーズの多様化について気になる部分もあるとのこと。,1,0,0,0,0,0,0,0,0,0,0
警備業界は差別化が難しく、ブランド力勝負に陥りがちで、「セコム」「アルソック」に大きな差をつけられている。,1,0,0,0,0,0,0,0,0,0,0
以前パートアルバイト向けにインセンティブ導入してたが、利用率が低いのと、導入しても離職率に、関係性がなかったため、廃止。,0,0,0,0,0,0,0,0,0,1,1
担当者としてはせっかく導入したサービスなので合併後も全体として加入したいという思いはあるが、現在の利用率や車業界ではリゾートトラストが福利厚生として人気などの要因もあり、検討するとのこと。,0,0,0,0,0,0,0,0,0,1,0
社員旅行（高松支店扱）と並行して、導入を検討するも会社改変で社員を大幅に増員する為、その作業優先とそれに係る経費の部分で導入時期を模索,0,0,1,0,0,0,0,0,0,0,0
しかし、利用者が限られており、コミュニケーション活性化に至っていない。,0,0,0,0,0,0,0,0,1,0,0
親睦会（共済会）のコミュニケーション関連の事業をスクラップしてOSを検討しているが、役員レベルまで上申できていない段階。,0,0,1,0,0,0,0,0,0,0,0
従業員のモチベーションアップ、還元したいとの思いから福利厚生検討,0,0,0,1,0,0,0,0,0,0,0
現在、「グッジョブカード」を導入し、社内で感謝の気持ちを直接伝え、コミュニケーションを活性化させる施策を展開中。,0,0,0,0,0,0,0,0,1,0,0
理由は「全国でも利用可能不公平感をなくすため」（何かをスクラップしてその原資で…）とのこと。,0,0,0,0,0,0,1,0,0,0,0
席上でお話を伺うと、高知を代表する旅館として優良な人材の確保やモチベーション,0,0,0,1,0,0,0,0,0,0,1
「え」に関心があり導入したい意向だが、経費の捻出導入に向けての初動体制,0,0,1,0,0,0,0,0,0,0,0
福利厚生の平等感地域格差是正実利用率に拘りたい,0,0,0,0,0,0,1,0,0,1,0
課題感：現行の表彰制度では、社員様のモチベーションアップに繋がらない,0,0,0,1,0,0,0,0,0,0,0
表彰制度を廃止し公平性のある福利厚生制度を導入したい,0,0,0,0,0,0,1,0,0,0,0
導入動機は、「地域との公平感確保」「独身者におけるリフレッシュメニューを中心にしたメリットの補てん」,0,0,0,0,0,0,1,0,0,0,0
飲食チェーン大手のため、地域間格差の是正と利用率向上を目的に導入検討（競合RB把握）。,0,0,0,0,0,0,1,0,0,1,0
過去、宿泊のニーズは大きかったがニーズの多様化により車の購入割引等の制度を望む声があるとのこと。,1,0,0,0,0,0,0,0,0,0,0
現在利用しているエキシブが利用しずらいこと、社員のモチベーションアップのためにＯＳを検討している。,0,0,0,1,0,0,0,0,0,0,0
業績の悪化から、年間の予算を立てた際に下期に従業員の給与削減の可能性が挙がったため経費整理となり福利厚生費が対象の一つとなった。,0,0,1,0,0,0,0,0,0,0,0
より公平性のある制度を構築したい。,0,0,0,0,0,0,1,0,0,0,0
特に社員食堂は地域格差があり不公平感が出てしまっている。,0,0,0,0,0,0,1,0,0,0,0
より公平性のある制度を構築したい。,0,0,0,0,0,0,1,0,0,0,0
廃止したが、近年、社員様のモチベーションを考え福利厚生の必要性を感じているとのこと。,0,0,0,1,0,0,0,0,0,0,0
そのために3本の柱（賃金のあり様多様な働き方福利厚生の充実）を意識していく。,1,0,0,0,0,0,0,1,0,0,0
ワークライフバランスの推進が目的。,0,0,0,0,0,0,0,1,0,0,0
今回お声掛け頂いた背景は、社内福利厚生担当者変更に伴い、社内のロイヤリティアップ社内コミュニケーション促進につながる新たな制度充実に向けた具体案を提出するよう任されている。,0,0,0,1,0,0,0,0,1,0,0
やはりﾊﾟｰﾄアルバイトの定着やモチベーションアップについては課題感があるそうで,0,0,0,1,0,0,0,0,0,0,1
理由は地域差による不公平感。,0,0,0,0,0,0,1,0,0,0,0
福利厚生で「会社からしてもらっている他と比べて恵まれている」ことを実感させることで定着に繋がるのでは?,0,0,0,0,0,0,0,0,0,0,1
仕事のやりがいを感じている人も少ないと仰せ（ガソリン販売の為、他に何かモチベーションを上げる施策を考えている）,0,0,0,1,0,0,0,0,0,0,0
課題は「若者の従業員の定着率があまりよくないこと」「リクルート効果が欲しい」,0,0,0,0,0,0,0,0,0,0,1
ご理解頂くも、費用対効果を考えると福利厚生単体での予算建てより、「労災対策での保険制度実施、加えてCRMも付帯」の方が承認が下りやすいとのこと。,0,0,1,0,0,0,0,0,0,0,0
利用状況がかなり低いため、経営層より費用対効果が疑問視されがちな組織。,0,0,1,0,0,0,0,0,0,0,0
２）システム会社なのでワークライフバランスの取り組みの強化を図っておりフレックス制度時間休を導入（親会社の東証はすでに導入済,0,0,0,0,0,0,0,1,0,0,0
今後の「え」を正社員に導入したとして国からの指示で裾野を広げる必要がある可能性はどの程度あるのかまた、待遇不公平だと対象外（正社員でない従業員）に指摘訴えられることがあったら困る等,0,0,0,0,0,0,1,0,0,0,0
現状課題は「強いて言うなら」有休取得や業務効率化など。,0,0,0,0,0,0,0,1,0,0,0
社員のモチベーションアップや、何らかの報奨制度の改革を行いたい様子ではありましたが、業績が回復していないので現実味は薄いと感じた組織。,0,0,0,1,0,0,0,0,0,0,0
利用実績があまり良いとは感じられないため、来年度より有給休暇の取得義務化につき規約の変更が入るのでこのタイミングで福利厚生も変えたいとのこと。,0,0,1,0,0,0,0,0,0,0,0
やはり看護師定着のため、待遇面を良くすることを重点に充てている様子,0,0,0,0,0,0,0,0,0,0,1
社内風土も手作り感独自制度を重視するので、社員に向けた還元は常に実施している。,0,0,0,0,0,0,0,0,1,0,0
目的：委託先従業員の定着化,0,0,0,0,0,0,0,0,0,0,1
制度として浸透定着化している、とコメントいただく,0,0,0,0,0,0,0,0,0,1,0
(4)新入社員もモチベーション向上に向けて『MSQ』導入,0,0,0,1,0,0,0,0,0,0,0
理由としては観光バスではワークライフバランスを取りづらい,0,0,0,0,0,0,0,1,0,0,0
慶弔金社員旅行の未利用者や拠点間の異動もあり、不公平感が否めない,0,0,0,0,0,0,1,0,0,0,0
おそらく一番採用されやすいケースは、非正規社員様向けの定着率アップを目的とした社内報奨。,0,0,0,0,0,0,0,0,0,0,1
組合のスタンスとしては不公平感是正の観点から対象者に対して会社が納得のいく説明ができるのであれば問題なし。,0,0,0,0,0,0,1,0,0,0,0
導入原資は、そもそも病院全負担でグループ全員への社員旅行費用＠11000円であるから社会福祉法人常勤社員だけ除くと逆に不公平になる。,0,0,0,0,0,0,1,0,0,0,0
新規獲得以降、毎年更新を検討されるので、安定継続に向け定着させたい。,0,0,0,0,0,0,0,0,0,1,0
しかし社長より、人数制限を設けることで不公平感はでないか等疑問点が挙がり再検討となった。,0,0,0,0,0,0,1,0,0,0,0
導入は正社員で考えているが、正社員と契約社員の区切りが難しく（正社員でも現場で働いている人もいれば契約社員でも正社員と同じ仕事をしている人もいる）、不公平感がでるのではないかとのこと。,0,0,0,0,0,0,1,0,0,0,0
宿泊を利用する社員が減っている中、日常使いメニューをはじめとする育児介護（現在育児休暇を取っている社員が常に1人はいる状況）メニューの周知が必須である。,0,0,0,0,0,0,0,0,0,1,0
導入した理由は、アルバイトの定着率を上げる為（社長からの指示）。,0,0,0,0,0,0,0,0,0,0,1
全社を挙げて働き方改革を推進中。,0,0,0,0,0,0,0,1,0,0,0
課題としては、2000名規模の会社でお店が中心で、かつパートも多く、働き方改革業務改革といってもなかなか一様な制度や仕組みを構築できていない模様。,0,0,0,0,0,0,0,1,0,0,0
社員のロイヤリティーを上げたい。,0,0,0,1,0,0,0,0,0,0,0
社員のロイヤリティーを上げたい。,0,0,0,1,0,0,0,0,0,0,0
働き方改革についてトライアルで在宅勤務を実施、今年10月から正式にスタート予定,0,0,0,0,0,0,0,1,0,0,0
700人（正社員契約社員）を対象として、モチベーションup帰属意識の醸成に貢献するような,0,0,0,1,0,0,0,0,0,0,0
エクシブを導入する話があり、費用対効果や社員の利便性、将来売却すると1/3に価値が下がることから「え」を推そうと考えておられる。,0,0,1,0,0,0,0,0,0,0,0
課題は「外出の機会をつくり利用者の楽しみやモチベーションを作ること」と明確で、その解決手段が「旅行や外出の機会創出」である。,0,0,0,1,0,0,0,0,0,0,0
福利厚生を充実させるには非常に良い制度だが、以前導入したそしえる倶楽部の利用率低迷、使いづらさの印象が残っている為、なかなか踏み切れない,0,0,0,0,0,0,0,0,0,1,0
OS委託へのメリットを理解して頂き、なおかつ社内としても働き方改革の一貫として福利厚生の見直しを検討しているとのこと,0,0,0,0,0,0,0,1,0,0,0
南様曰く新入社員の定着率に課題があった。,0,0,0,0,0,0,0,0,0,0,1
南様は新入社員の定着率についてかなり思うことがありそうな様子。,0,0,0,0,0,0,0,0,0,0,1
従業員の定着率にお悩みの様子（特に新入社員）,0,0,0,0,0,0,0,0,0,0,1
福利厚生等の最大の課題は人材確保（新規採用定着化）。,0,0,0,0,0,0,0,0,0,0,1
上記区分には福利厚生として、手厚いサービスを提供し、定着率向上を図りたい,0,0,0,0,0,0,0,0,0,0,1
業界に珍しく職員の定着率が高い就労状況はよい。,0,0,0,0,0,0,0,0,0,0,1
人材の確保と新規採用者の定着率向上,0,0,0,0,0,0,0,0,0,0,1
